Fighter,Opponent,Result,Method,Date
Mustapha “Dynamite” Haida,Regian Eersel,LOSS,Unanimous Decision,
Mustapha “Dynamite” Haida,Nieky Holzken,LOSS,Unanimous Decision,
Mustapha “Dynamite” Haida,Daniel Dawson,WIN,Knockout,
Myung Gu Kim,Alan Philpott,LOSS,TKO,
Myung Gu Kim,Jerry Olsim,LOSS,Unanimous Decision,
Bae “Wolverine” Myung Ho,Murad Ramazanov,LOSS,TKO,
Nachyn “Samurai” Sat,Oh Su Hwan,WIN,Submission,
Nachyn “Samurai” Sat,Ivan Bondarchuk,LOSS,Unanimous Decision,
Nachyn “Samurai” Sat,Tural Askarov,WIN,Submission,
Nachyn “Samurai” Sat,Carlos Alvarez,WIN,TKO,
Nadaka Yoshinari,Rak Erawan,WIN,Knockout,
Nadyr Aliev,Asliddin Eshankulov,LOSS,Submission,
“Petsam” Nahyan Mohammed,Adam Sor Dechapan,LOSS,Split Decision,
“Petsam” Nahyan Mohammed,Petnoppadet Noppadetmuaythai,WIN,Knockout,
Nakrob Fairtex,Jaosuayai Mor Krungthepthonburi,LOSS,Knockout,
Nakrob Fairtex,Puengluang Baanramba,WIN,Knockout,
Nakrob Fairtex,Kongthoranee Sor Sommai,LOSS,Unanimous Decision,
Nakrob Fairtex,Dedduanglek Wankhongohm MBK,WIN,Unanimous Decision,
Nakrob Fairtex,Tagir Khalilov,WIN,Knockout,
Nakrob Fairtex,Muangthai PK Saenchai,WIN,Split Decision,
Nakrob Fairtex,Pettonglor Sitluangpeenumfon,WIN,Unanimous Decision,
Nakrob Fairtex,Dedduanglek Wankhongohm MBK,WIN,TKO,
Nakrob Fairtex,Nabil Anane,LOSS,Knockout,
Nakrob Fairtex,Petputhai Or Bor Jor Nakhonpanom,WIN,Knockout,
Nakrob Fairtex,Ploywitthaya Chor Wimolsin,WIN,Unanimous Decision,
Nakrob Fairtex,Chen Jiayi,WIN,TKO,
Nakrob Fairtex,Sherzod Kabutov,WIN,Unanimous Decision,
Nam “CAPTAIN MARVEL” Hee Kim,Ritu Phogat,LOSS,TKO,
Namiki Kawahara,Danial Williams,LOSS,Unanimous Decision,
Namiki Kawahara,Lito Adiwang,LOSS,Knockout,
Namphongnoi Sor Sommai,Songfangkhong FA Group,WIN,Majority Decision,
Namphongnoi Sor Sommai,Ploypanlan PK Saenchai,WIN,Knockout,
Nanami Ichikawa,Bianca Basilio,LOSS,Submission,
Nat “Wondergirl” Jaroonsak,Martyna Kierczynska,LOSS,TKO,
Nat “Wondergirl” Jaroonsak,Xiong Jing Nan,LOSS,TKO,
Nat “Wondergirl” Jaroonsak,Lisa Kyriacou,LOSS,Unanimous Decision,
Nat “Wondergirl” Jaroonsak,Zeba Bano,WIN,Submission,
Nat “Wondergirl” Jaroonsak,Jackie Buntan,LOSS,Unanimous Decision,
Nat “Wondergirl” Jaroonsak,KC Carlos,WIN,TKO,
Nat “Wondergirl” Jaroonsak,Brooke Farrell,WIN,Knockout,
Natalia “Karelian Lynx” Diachkova,Taylor McClatchie,WIN,Unanimous Decision,
Natalia “Karelian Lynx” Diachkova,Smilla Sundell,LOSS,TKO,
Natalia “Karelian Lynx” Diachkova,Chellina Chirino,WIN,Knockout,
Natalia “Karelian Lynx” Diachkova,Hannah Brady,WIN,Unanimous Decision,
Natalia “Karelian Lynx” Diachkova,Lena Nocker,WIN,TKO,
Natalia “Karelian Lynx” Diachkova,Dokmaipa Fairtex,WIN,Knockout,
Nathan Bendon,Elbrus Osmanov,LOSS,Unanimous Decision,
Nathan Bendon,Seksan Or Kwanmuang,LOSS,Unanimous Decision,
Natsuki Takamoto,Liisi Vaht,LOSS,Submission,
Nauzet Trujillo,Sinsamut Klinmee,LOSS,TKO,
Nauzet Trujillo,Liam Nolan,WIN,Unanimous Decision,
Nauzet Trujillo,Rungrawee Sitsongpeenong,LOSS,Unanimous Decision,
Nawaaek Sor Sommai,Noppadet Chor Hapayak,LOSS,Split Decision,
Nefise Delikurt,Gabriele Moram,WIN,Split Decision,
Nehramit Annymuaythai,Petmuangthai Sor Naruemon,WIN,Knockout,
Nerea Rubio,Islay Erika Bomogao,LOSS,Knockout,
Ngaopayak Adsanpatong,Lamsing Sor Dechapan,LOSS,TKO,
Ngaopayak Adsanpatong,Sornsueknoi FA Group,LOSS,Knockout,
Ngaopayak Adsanpatong,Petsaenchai M U Den KhonmaiBaowee,LOSS,Knockout,
Nguyen “No.1” Tran Duy Nhat,Johan Ghazali,WIN,Unanimous Decision,
Nguyen “No.1” Tran Duy Nhat,Denis Puric,LOSS,Knockout,
Nguyen “No.1” Tran Duy Nhat,Yuta Watanabe,WIN,Knockout,
Nguyen “No.1” Tran Duy Nhat,Azwan Che Wil,WIN,Knockout,
Nguyen “Doraemon” Van Thanh,Haruyuki Tanitsu,LOSS,TKO,
Ni Gedan,Li Hong Lin,WIN,Submission,
Niclas “Dreamchaser” Larsen,Eddie Abasolo,LOSS,Knockout,
Niclas “Dreamchaser” Larsen,Jimmy Vienot,LOSS,Unanimous Decision,
Niclas “Dreamchaser” Larsen,Tawanchai PK Saenchai,LOSS,Knockout,
Nico “King of the North” Carrillo,Sitthichai Sitsongpeenong,WIN,Knockout,
Nico “King of the North” Carrillo,Nabil Anane,LOSS,TKO,
Nico “King of the North” Carrillo,Saemapetch Fairtex,WIN,TKO,
Nico “King of the North” Carrillo,Nong-O Hama,WIN,Knockout,
Nico “King of the North” Carrillo,Muangthai PK Saenchai,WIN,TKO,
Nico “King of the North” Carrillo,Furkan Karabag,WIN,TKO,
Nico “The Steel City Kid” Cornejo,Adrian Lee,LOSS,Submission,
Nicolas Leite Silva,Kongsurin Sor Jor Lekmuangnon,LOSS,Unanimous Decision,
Nicolas Leite Silva,Rak Erawan,LOSS,Unanimous Decision,
Nicolas Leite Silva,Songchainoi Kiatsongrit,LOSS,Unanimous Decision,
Nicolas “El Paisa” Vigna,Dzhabir Dzhabrailov,LOSS,TKO,
Nicolas “El Paisa” Vigna,Kade Ruotolo,LOSS,Submission,
Nieky “The Natural” Holzken,Sinsamut Klinmee,WIN,Knockout,
Nieky “The Natural” Holzken,Yoshihiro Akiyama,WIN,TKO,
Nieky “The Natural” Holzken,Arian Sadikovic,LOSS,Unanimous Decision,
Nieky “The Natural” Holzken,Sinsamut Klinmee,LOSS,Knockout,
Nieky “The Natural” Holzken,John Wayne Parr,WIN,TKO,
Nieky “The Natural” Holzken,Elliot Compton,WIN,Knockout,
Nieky “The Natural” Holzken,Regian Eersel,LOSS,Unanimous Decision,
Nieky “The Natural” Holzken,Regian Eersel,LOSS,Unanimous Decision,
Nieky “The Natural” Holzken,Mustapha Haida,WIN,Unanimous Decision,
Nieky “The Natural” Holzken,Cosmo Alexandre,WIN,Knockout,
Nittikorn JP Power,Kongburapha Thiptamai,LOSS,Unanimous Decision,
Nittikorn JP Power,Chatpichit Sor Sor Toipadriew,WIN,Unanimous Decision,
Nobutaka Naito,Alex Schild,WIN,Unanimous Decision,
Noelisson Silva,Rambong Sor Therapat,LOSS,TKO,
Noelisson Silva,Pongsiri Sujeebameekiew,LOSS,Unanimous Decision,
Noelisson Silva,Surachai Sor Sommai,WIN,Unanimous Decision,
Noelle “Lil' Monkey” Grandjean,Denice Zamboanga,LOSS,Unanimous Decision,
Noelle “Lil' Monkey” Grandjean,Chihiro Sawada,LOSS,Unanimous Decision,
Noelle “Lil' Monkey” Grandjean,Victoria Souza,WIN,Unanimous Decision,
Noelle “Lil' Monkey” Grandjean,So Yul Kim,LOSS,Submission,
Noelle “Lil' Monkey” Grandjean,Lea Bivins,WIN,TKO,
Nong Oh LaoLaneXang,Mohammad Ali,LOSS,Unanimous Decision,
Nong Oh LaoLaneXang,Khundet PK Saenchai,WIN,Knockout,
Nongam Fairtex,Chabakaew Sor KanJanchai,LOSS,Split Decision,
Nongam Fairtex,Tsz Ching Phoebe Lo,WIN,Unanimous Decision,
Nongam Fairtex,Phetchumpair Highland Gym,WIN,Unanimous Decision,
Nongam Fairtex,Francisca Vera,WIN,Majority Decision,
Nongam Fairtex,Lisa Brierley,WIN,Knockout,
Nongam Fairtex,Chu Nga Sze,WIN,Knockout,
Nongbia LaoLaneXang,Rifdean Masdor,LOSS,TKO,
Nongbia LaoLaneXang,Marvin Dittrich,WIN,Knockout,
Nongchamp Luckybuntherng,Yoddoi Kaewsamrit,LOSS,Knockout,
Nongchamp Luckybuntherng,Petake Kiatjamroon,WIN,Knockout,
Nongfahsai TOP PK Saenchai,Francisca Vera,LOSS,Unanimous Decision,
Nongfahsai TOP PK Saenchai,Tangtang Suansunandhagym,LOSS,Unanimous Decision,
Nongfahsai TOP PK Saenchai,Moa Carlsson,WIN,Unanimous Decision,
Nongfahsai TOP PK Saenchai,Kanchanasiri Sitnayokwailampam,WIN,TKO,
Nongnuk Mor Kor Chor Chaiyaphum,Gusjung Fairtex,Unknown,Unknown,
Nontachai Jitmuangnon,Arian Esparza,WIN,Unanimous Decision,
Nontachai Jitmuangnon,Dmitrii Kovtun,WIN,Knockout,
Nontachai Jitmuangnon,Alessio Malatesta,WIN,Unanimous Decision,
Nonthakit Tor Morsri,Soner Sen,LOSS,Knockout,
Nonthakit Tor Morsri,Koki Saito,WIN,Unanimous Decision,
Nonthakit Tor Morsri,Lenny Blasi,LOSS,Knockout,
Nonthakit Tor Morsri,River Daz,LOSS,Unanimous Decision,
Noppadet Chor Hapayak,Nawaaek Sor Sommai,WIN,Split Decision,
Norika Ryu,Zemfira Alieva,WIN,Submission,
Norika Ryu,Mariane Mariano,WIN,Unanimous Decision,
Nuapet Tded99,Singdomthong Nokjeanladkrabang,LOSS,Unanimous Decision,
Nuapet Tded99,Petlampun Muadablampang,LOSS,Unanimous Decision,
Nuapet Tded99,Petphupa Aekpujean,WIN,Knockout,
Nuatoranee Jitmuangnon,Banluelok Sitwatcharachai,LOSS,Knockout,
Nueaphet Kelasport,Chatpichit Sor Sor Toipadriew,LOSS,Knockout,
Nueaphet Kelasport,Khunsuk Mor Krungthepthonburi,LOSS,Knockout,
Nuengthoranee Guaybangkorlaem,Fahlikit NayokJoyprajin,LOSS,Knockout,
Nuengthoranee Guaybangkorlaem,Sainatee PK Saenchai,LOSS,Knockout,
Nuengubon Wankhongohm MBK,Sanpet Sor Salacheep,LOSS,Knockout,
Numpangna Eaglemuaythai,Shakhriyor Jurayev,LOSS,Knockout,
Numpangna Eaglemuaythai,Sho Ogawa,WIN,Knockout,
Numpangna Eaglemuaythai,Petgarfield Jitmuangnon,LOSS,Unanimous Decision,
Numpangna Eaglemuaythai,Ali-Khan Ergeshov,WIN,TKO,
Numsurin Chor Ketwina,Paeyim Sor Boonmeerit,WIN,Knockout,
Numsurin Chor Ketwina,Sunday Boomdeksean,WIN,Unanimous Decision,
Numsurin Chor Ketwina,Chokdee Maxjandee,WIN,Unanimous Decision,
Numsurin Chor Ketwina,Yodsila Chor Haapayak,WIN,Unanimous Decision,
Numsurin Chor Ketwina,Khunsuknoi Boomdeksean,WIN,Knockout,
Nurmukhammad “Uzbek Gladiator” Adamkhonov,Fritz Biagtan,LOSS,Knockout,
Nursultan Toktorov,Suleyman Suleymanov,LOSS,Submission,
Nurzaman Eshbaev,Keanu Subba,WIN,Unanimous Decision,
Odai “The King” Abozraiq,Eduard Saik,LOSS,TKO,
Oh Ho “Spider” Taek,Shamil Gasanov,LOSS,Unanimous Decision,
Oh Ho “Spider” Taek,Akbar Abdullaev,LOSS,TKO,
Oh Ho “Spider” Taek,Ryogo Takahashi,WIN,Split Decision,
Oh “Monster” Su Hwan,Nachyn Sat,LOSS,Submission,
Oh “Monster” Su Hwan,Kei Maezono,WIN,Unanimous Decision,
Oh “Monster” Su Hwan,Kazumichi Murai,WIN,Knockout,
Ok Rae Yoon,Alibeg Rasulov,LOSS,Unanimous Decision,
Ok Rae Yoon,Lowen Tynanes,WIN,Unanimous Decision,
Ok Rae Yoon,Christian Lee,LOSS,TKO,
Ok Rae Yoon,Christian Lee,WIN,Unanimous Decision,
Ok Rae Yoon,Eddie Alvarez,WIN,Unanimous Decision,
Ok Rae Yoon,Marat Gafurov,WIN,Unanimous Decision,
Olaylek Chor Hapayak,Petsommai Sor Sommai,WIN,Split Decision,
Oliver Axelsson,Antonio Mammarella,WIN,Unanimous Decision,
Oliver Hansen,Ricardo Bravo,LOSS,Knockout,
Omar Drissi,Tomoki Sato,LOSS,Knockout,
Omar Drissi,Soichiro Arata,WIN,Knockout,
Omar “Ironside” El Halabi,Kompet Fairtex,LOSS,Unanimous Decision,
Omar “Ironside” El Halabi,Yodthongthai Sor Sommai,LOSS,TKO,
Omar “Ironside” El Halabi,Yodthongthai Sor Sommai,WIN,Majority Decision,
Omar “Ironside” El Halabi,Xavier Gonzalez,LOSS,Unanimous Decision,
Omar “Ochoo” Kinteh,Eh Mwi,WIN,Unanimous Decision,
Omar “Ochoo” Kinteh,Petsaenchai M U Den KhonmaiBaowee,WIN,Knockout,
Ongbak Fairtex,Abdulla Dayakaev,LOSS,Knockout,
Osamah Almarwai,Cleber Sousa,LOSS,Submission,
Osamah Almarwai,Mikey Musumeci,LOSS,Submission,
Otgonbaatar Nergui,Rahul Raju,LOSS,Submission,
Otgonbaatar Nergui,Takuya Nagata,WIN,Submission,
Otis Waghorn,Pentor SP Kansart Paeminburi,LOSS,Knockout,
Otis Waghorn,Suakim Sor Jor Tongprajin,LOSS,Majority Decision,
Otis Waghorn,Kongklai Sor Sommai,WIN,TKO,
Otop Or Kwanmuang,Parham Gheirati,LOSS,Knockout,
Otop Or Kwanmuang,Soner Sen,LOSS,Knockout,
Otop Or Kwanmuang,Ilyas Musaev,LOSS,Knockout,
Otop Or Kwanmuang,Shingo Shibata,WIN,TKO,
Padejsuk NF Looksuan,Enzo Clarisse,LOSS,Knockout,
Padejsuk NF Looksuan,Danila Vasilikhin,WIN,TKO,
Padejsuk NF Looksuan,Hiroyuki,WIN,TKO,
Padejsuk NF Looksuan,Pettaweesak Sangmorakot,WIN,Unanimous Decision,
Padetsuk Fairtex,Johan Ghazali,LOSS,Knockout,
Paedsanlek PK Saenchai,Kongklai Sor Sommai,LOSS,Knockout,
Paedsanlek PK Saenchai,Panrit Lukjaomaesaiwaree,LOSS,Unanimous Decision,
Paedsanlek PK Saenchai,Elbrus Osmanov,LOSS,Knockout,
Paeyim Sor Boonmeerit,Numsurin Chor Ketwina,LOSS,Knockout,
Paeyim Sor Boonmeerit,Teeyai PK Saenchai,WIN,Split Decision,
Paeyim Sor Boonmeerit,Apidet FiatPathum,WIN,Split Decision,
Paeyim Sor Boonmeerit,Petporwarit Sor Sommai,WIN,Unanimous Decision,
Paidang Kiatsongrit,Jaosuayai Mor Krungthepthonburi,LOSS,Knockout,
Paidang Kiatsongrit,Duangsompong Jitmuangnon,LOSS,Unanimous Decision,
Paidang Kiatsongrit,Kongsuk Fairtex,LOSS,Unanimous Decision,
Paidang Kiatsongrit,Batman Or Atchariya,WIN,Unanimous Decision,
Pakorn PK Saenchai,Fabio Reis,LOSS,Knockout,
Pakorn PK Saenchai,Rafi Bohic,WIN,Knockout,
Palangboon Wor Santai,Pansak Wor Wantawee,LOSS,Split Decision,
Palangboon Wor Santai,Xavier Gonzalez,WIN,Split Decision,
Palangboon Wor Santai,Abdallah Ondash,LOSS,Split Decision,
Pan Jia Yun,Liu Wei,WIN,Unanimous Decision,
Pan Jia Yun,Fu Qing Nan,WIN,Unanimous Decision,
Pan Jia Yun,Zheng Bo,WIN,Split Decision,
Panlam Sor Sommai,Mahesuan Aekmuangnon,LOSS,TKO,
Panmongkol CMA Academy,Thomas Van Nijnatten,WIN,Knockout,
“The Angel Warrior” Panpayak Jitmuangnon,Majid Seydali,WIN,TKO,
“The Angel Warrior” Panpayak Jitmuangnon,Egor Bikrev,LOSS,Knockout,
“The Angel Warrior” Panpayak Jitmuangnon,Silviu Vitez,WIN,Unanimous Decision,
“The Angel Warrior” Panpayak Jitmuangnon,Superlek Kiatmoo9,LOSS,Split Decision,
“The Angel Warrior” Panpayak Jitmuangnon,Savvas Michael,WIN,Knockout,
“The Angel Warrior” Panpayak Jitmuangnon,Daniel Puertas,WIN,Unanimous Decision,
“The Angel Warrior” Panpayak Jitmuangnon,Superlek Kiatmoo9,LOSS,Unanimous Decision,
“The Angel Warrior” Panpayak Jitmuangnon,Masahide Kudo,WIN,Unanimous Decision,
“The Angel Warrior” Panpayak Jitmuangnon,Rui Botelho,WIN,Unanimous Decision,
Panpet Sor Naruemon,Donking Yotharakmuaythai,LOSS,Knockout,
Panrit Lukjaomaesaiwaree,Suksawat PK Saenchai,WIN,Knockout,
Panrit Lukjaomaesaiwaree,Komawut FA Group,LOSS,Knockout,
Panrit Lukjaomaesaiwaree,Suakim Sor Jor Tongprajin,LOSS,Knockout,
Panrit Lukjaomaesaiwaree,Superball Wankhongohm MBK,WIN,Knockout,
Panrit Lukjaomaesaiwaree,Worapon Lukjaoporongtom,WIN,Unanimous Decision,
Panrit Lukjaomaesaiwaree,Alexey Balyko,WIN,Unanimous Decision,
Panrit Lukjaomaesaiwaree,Kongklai Sor Sommai,WIN,TKO,
Panrit Lukjaomaesaiwaree,Komawut FA Group,LOSS,Majority Decision,
Panrit Lukjaomaesaiwaree,Ferzan Cicek,LOSS,Knockout,
Panrit Lukjaomaesaiwaree,Paedsanlek PK Saenchai,WIN,Unanimous Decision,
Panrit Lukjaomaesaiwaree,Ilyas Musaev,LOSS,Knockout,
Pansak Wor Wantawee,Lamsing Sor Dechapan,LOSS,Knockout,
Pansak Wor Wantawee,Palangboon Wor Santai,WIN,Split Decision,
Pansak Wor Wantawee,Dieselnoi Liamthanawat,WIN,Unanimous Decision,
Pansak Wor Wantawee,Pornsanae Sor Phumipat,WIN,Unanimous Decision,
Pansak Wor Wantawee,Rambong Sor Therapat,LOSS,Knockout,
Panthep VK Khaoyai,Bhumjaithai Mor Tor 1,LOSS,TKO,
Panthep VK Khaoyai,Chalamkhao PK Saenchai,WIN,Unanimous Decision,
Panthep VK Khaoyai,Stephen Irvine,LOSS,TKO,
Panthep VK Khaoyai,Yodkumarn Maxjandee,WIN,Unanimous Decision,
Pardeep Kumar,Eazy Anuar,LOSS,Submission,
Parham Gheirati,Rambolek Chor Ajalaboon,LOSS,TKO,
Parham Gheirati,George Mouzakitis,WIN,Knockout,
Parham Gheirati,Yodphupa Petkiatpet,WIN,Unanimous Decision,
Parham Gheirati,Jordan Godtfredsen,WIN,Knockout,
Parham Gheirati,Otop Or Kwanmuang,WIN,Knockout,
Parham Gheirati,Peemai Mor Rattanabundit,WIN,Split Decision,
Parham Gheirati,Samingnum M Ekachart,WIN,Knockout,
Parnpet Sor Jor Lekmuangnon,Abdallah Ondash,LOSS,Knockout,
Parnpet Sor Jor Lekmuangnon,Meysam Adelniya,WIN,TKO,
Parnpet Sor Jor Lekmuangnon,Abdallah Ondash,LOSS,Knockout,
Parnpet Sor Jor Lekmuangnon,Soroush Akbari,LOSS,Split Decision,
“Lord” Parsa Aminpour,Kongthoranee Sor Sommai,LOSS,Knockout,
Paruehatnoi TBM Gym,Buakhiao Por Paoin,LOSS,Unanimous Decision,
Paruehatnoi TBM Gym,Sonrak Fairtex,WIN,Unanimous Decision,
Patakaek Theppakin,Prikthaidam Jitmuangnon,WIN,Unanimous Decision,
Patakake Sinbimuaythai,Rambong Sor Therapat,LOSS,Unanimous Decision,
Patakake Sinbimuaythai,Denkriangkrai Singha Mawynn,LOSS,Unanimous Decision,
Patakake Sinbimuaythai,Tuangsap Sor Salacheep,WIN,Knockout,
Patakake Sinbimuaythai,Petlampun Muadablampang,LOSS,Unanimous Decision,
Pataknin Sinbimuaythai,Singtanawat Nokjeanladkrabang,WIN,Unanimous Decision,
Pataknin Sinbimuaythai,Chalamdam Sor Boonmeerit,LOSS,TKO,
Pataknin Sinbimuaythai,Petnamkhong Mongkolpet,WIN,Unanimous Decision,
Pataknin Sinbimuaythai,Teeyai PK Saenchai,WIN,Unanimous Decision,
Pataknin Sinbimuaythai,Majid Karimi,WIN,Unanimous Decision,
Patrik Szana,Apisit Fairtex,LOSS,Unanimous Decision,
Patrik Szana,Mardsing Khaolakmuaythai,WIN,Unanimous Decision,
Paul “King of the North” Elliott,Ryugo Takeuchi,WIN,TKO,
Paul “King of the North” Elliott,Mauro Cerilli,LOSS,TKO,
Paul “King of the North” Elliott,Martin Batur,Unknown,Unknown,
Paul “King of the North” Elliott,Kang Ji Won,LOSS,Knockout,
Payakkiri Misakawan,Ganchai Jitmuangnon,WIN,Split Decision,
Payakmekin Jomhodmuaythai,Promrob Looksuan,WIN,Split Decision,
Payakmekin Jomhodmuaythai,Jongangsuk Sor Theppitak,LOSS,TKO,
Payakrut Suajantokmuaythai,Khasan Salomov,LOSS,Unanimous Decision,
Payaksurin JP Power,Face Erawan,WIN,TKO,
Payaksurin JP Power,Pettapee Rongrienkelasurat,WIN,TKO,
Payaksurin JP Power,Tahaneak Nayokatasala,WIN,Unanimous Decision,
Peemai Mor Rattanabundit,Parham Gheirati,LOSS,Split Decision,
Peemai Mor Rattanabundit,Thanungern FA Group,WIN,Unanimous Decision,
Liu Peng Shuai,Eko Roni Saputra,LOSS,Knockout,
Liu Peng Shuai,Roshan Mainam,LOSS,Submission,
Liu Peng Shuai,Elipitua Siregar,WIN,Submission,
Pentor SP Kansart Paeminburi,Otis Waghorn,WIN,Knockout,
Pentor SP Kansart Paeminburi,Thongsiam Lukjaoporongtom,WIN,Split Decision,
Pentor SP Kansart Paeminburi,Jack Jackmuaythai Gym,WIN,Unanimous Decision,
Percival “No Mercy” Oumo Mwambi,Komronbek Ortikov,LOSS,Unanimous Decision,
Pet Suanluangrodyok,Petnaruang Sor Rungsak,WIN,Knockout,
Pet Suanluangrodyok,Khunsuk Mor Krungthepthonburi,WIN,TKO,
Pet Suanluangrodyok,Mahesuan Aekmuangnon,LOSS,TKO,
Petaek Sitbigjasskonrakpathum,Rifdean Masdor,LOSS,Knockout,
Petake Kiatjamroon,Nongchamp Luckybuntherng,LOSS,Knockout,
Petake Sor Thepparat,Sulaiman Looksuan,LOSS,TKO,
Petbanrai Singha Mawynn,Banluelok Sitwatcharachai,LOSS,TKO,
Petbanrai Singha Mawynn,Petrit Nokkhao KorMor11,WIN,Unanimous Decision,
Petbanrai Singha Mawynn,Sagaengarm Jitmuangnon,WIN,Unanimous Decision,
Petbanrai Singha Mawynn,Khunsueklek Boomdeksean,LOSS,Unanimous Decision,
Petchainart Sitkumnunneng,Sunday Boomdeksean,LOSS,Knockout,
Petchakrit TN Diamond Home,Pettasuea Seeopal,WIN,Knockout,
Petchartchai Fight Geek Muaythai,Wei Ziqin,LOSS,Unanimous Decision,
Petchayut Nupranburi,Khunpon Or AudUdon,LOSS,TKO,
Petchdam “The Baby Shark” Petchyindee,Taiki Naito,LOSS,Split Decision,
Petchdam “The Baby Shark” Petchyindee,Rodtang Jitmuangnon,LOSS,Majority Decision,
Petchdam “The Baby Shark” Petchyindee,Momotaro,WIN,Majority Decision,
Petchdam “The Baby Shark” Petchyindee,Ilias Ennahachi,LOSS,Knockout,
Petchdam “The Baby Shark” Petchyindee,Elias Mahmoudi,WIN,Unknown,
Petchdam “The Baby Shark” Petchyindee,Masahide Kudo,WIN,Knockout,
Petchdam “The Baby Shark” Petchyindee,Kenny Tse,WIN,Knockout,
Petchdam “The Baby Shark” Petchyindee,Josh Tonna,WIN,Knockout,
Petchmorakot Petchyindee,Tawanchai PK Saenchai,LOSS,Unanimous Decision,
Petchmorakot Petchyindee,Jimmy Vienot,WIN,Split Decision,
Petchmorakot Petchyindee,Magnus Andersson,WIN,TKO,
Petchmorakot Petchyindee,Yodsanklai IWE,WIN,Majority Decision,
Petchmorakot Petchyindee,Pongsiri PK Saenchai,WIN,Unanimous Decision,
Petchmorakot Petchyindee,Charlie Peters,WIN,Knockout,
Petchmorakot Petchyindee,Giorgio Petrosyan,LOSS,Unanimous Decision,
Petchmorakot Petchyindee,Giorgio Petrosyan,Unknown,Unknown,
Petchmorakot Petchyindee,Kenta Yamada,WIN,Unanimous Decision,
Petchmorakot Petchyindee,Liam Harrison,WIN,Knockout,
Petchmorakot Petchyindee,Alaverdi Ramazanov,LOSS,Unanimous Decision,
Petchmorakot Petchyindee,Fabrice Delannon,WIN,TKO,
Petchnumchai Sor Jor Tongprachin,Tubtimthong Sor Jor Lekmuangnon,LOSS,Knockout,
Petchuanchom Chor Hapayak,Singudon Detpetsithong,WIN,Split Decision,
Petdam Petkiatpet,Petsaenchai M U Den KhonmaiBaowee,LOSS,Knockout,
Petdam Petkiatpet,Petpalangchai Por Jaroenpat,WIN,Knockout,
Petdam Petkiatpet,Sakchainoi M U Den,WIN,Knockout,
Peter “Saint” Danesoe,Aqib Awan,WIN,TKO,
Peter “Saint” Danesoe,Irfan Ahmad,LOSS,Unanimous Decision,
Peter “Saint” Danesoe,Sai Nyan Lin,LOSS,Submission,
Petganya Sor Puangthong,Kwanjai KwanjaiMuaythaigym,LOSS,Knockout,
Petgarfield Jitmuangnon,Soner Sen,LOSS,TKO,
Petgarfield Jitmuangnon,Buakhiao Por Paoin,LOSS,Unanimous Decision,
Petgarfield Jitmuangnon,Numpangna Eaglemuaythai,WIN,Unanimous Decision,
Petgarfield Jitmuangnon,Sho Ogawa,WIN,Unanimous Decision,
Pethuahin Jitmuangnon,Petsimok PK Saenchai,WIN,Unanimous Decision,
Pethuahin Jitmuangnon,Aslamjon Ortikov,LOSS,TKO,
Pethuahin Jitmuangnon,Pongsiri Sujeebameekiew,WIN,Unanimous Decision,
Petkaolan Singha Mawynn,Kaimookkhao Wankhongohm MBK,LOSS,Unanimous Decision,
Petkhaowang Sor Jor Lekmuangnon,Sornsueknoi FA Group,LOSS,TKO,
Petkiri Pongsevenfarm,Pol Pascual,LOSS,TKO,
Petkitti JeabRamintra,Xavier Gonzalez,LOSS,Knockout,
Petklangna Sitphuyainilan,Shingo Shibata,LOSS,Split Decision,
Petkritsada CMA Academy,Petnumkhum Phundakratanaburi,LOSS,Knockout,
Petkuntung Yaicheyseafood,Samurai Seeopal,LOSS,Knockout,
Petlampun Muadablampang,Kritpet PK Saenchai,LOSS,Unanimous Decision,
Petlampun Muadablampang,Abdallah Ondash,LOSS,Knockout,
Petlampun Muadablampang,Nuapet Tded99,WIN,Unanimous Decision,
Petlampun Muadablampang,Singdomthong Nokjeanladkrabang,LOSS,Split Decision,
Petlampun Muadablampang,Silangern Lanna Waterside,WIN,TKO,
Petlampun Muadablampang,Hiroto Sameshima,WIN,Knockout,
Petlampun Muadablampang,Patakake Sinbimuaythai,WIN,Unanimous Decision,
Petlampun Muadablampang,Sunvo TDed99,WIN,Unanimous Decision,
Petlampun Muadablampang,Rambong Sor Therapat,WIN,Knockout,
Petleela M U Den,Amnuaydet Wor Wantawee,LOSS,Knockout,
Petmai MC Superlek,Sungprab Lookpichit,WIN,Knockout,
Petmanee Sor Jaruwan,Khunharnlek Singha Mawynn,LOSS,Split Decision,
Petmongkol Soonkelahuaitom,Thongpoon PK Saenchai,LOSS,Knockout,
Petmorakot Sitnayoktaweeptaphong,Dieselnoi Liamthanawat,WIN,Unanimous Decision,
Petmuangsri Wankhongohm MBK,Asadula Imangazaliev,LOSS,Knockout,
Petmuangsri Wankhongohm MBK,Denphuthai Superlek Muay Thai,WIN,TKO,
Petmuangsri Wankhongohm MBK,Petsukumvit Boi Bangna,LOSS,Knockout,
Petmuangsri Wankhongohm MBK,Mongkolkaew Sor Sommai,WIN,Unanimous Decision,
Petmuangthai Sor Naruemon,Chathai Bang Saen Fight Club,LOSS,Split Decision,
Petmuangthai Sor Naruemon,Nehramit Annymuaythai,LOSS,Knockout,
Petmuangthai Sor Naruemon,Sungprab Lookpichit,LOSS,Knockout,
